Recipe ID,Recipe Name,Recipe Information,ingredients,Image URL,,
312,Lahori Aloo Recipe,"To begin making the Lahori Aloo recipe, firstly wash, boil and peel the baby potatoes.
Keep aside for cooling.Once cool, heat the oil in a non-stick pan, add the potatoes and salt, mix well and sauté on a medium flame for 3 to 4 minutes till slightly browned.
Keep them aside.Heat the oil in a kadhai or heavy bottom pan, add the onions, bayleaves and sauté on a medium flame for 2-3 minutes till onions turn translucent.Add the ginger-garlic paste, mix well and cook on a medium flame for a minute.Add the spice paste and mix well.
Sauté further on a medium flame for 1 minute.Add salt, tomato pulp, mix well and cook on a medium flame for 2 to 3 minutes, stirring continuously so that it doesn’t stick to bottom.Add the browned potatoes and milk, and let the curry simmer for 5 to 6 minutes, stirring occasionally.
Garnish the Lahori Aloo dish with coriander.Serve Lahori Aloo with Whole Wheat Lachha Paratha and Lauki Raita for a perfect weekday meal.","tomato, milk, coconut ,onion,potatoe",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Lahori_Aloo.jpg,,
313,Pinacolada Smoothie Recipe,"To begin making the Pinacolada Smoothie recipe, soak the figs in warm water for 15 to 20 minutes.Add in all the ingredients to a blender & grind them into smooth paste.Super delicious and healthy Pinacolada Smoothie is ready to serve.
Serve Pinacolada Smoothie along with some tea time snacks such as Mumbai Style Spicy Murmura Recipe or Ragi Masala Twisters.
You can also serve this to your sudden guests at home.
","pineapple,  curd , pineapple essence, bananas heaped, coconut, dried figs,milk, cherries, oats ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Anitha_Kirubakaran/Pinacolada_Smoothie_1600.jpg,,
314,Tangy Tamarind Pumpkin Curry Recipe,"To prepare Tangy Tamarind Pumpkin Curry Recipe, heat oil in a deep pan.
Add mustard seeds, cumin seeds and let it splutter.Add chopped onion, ginger garlic paste, green chillies, curry leaves and saute it till onion turns golden in colour.Add red chilli powder, coriander powder and turmeric powder.
Mix everything well for a minute and add pumpkin.Sprinkle salt over pumpkin and add water.
Cover the lid and cook it 3-4 minutes.After 3-4 minutes, check if pumpkin is properly cooked or not if it is not, then let it cook for another minute.If it is cooked then add tamarind paste, you can mix tamarind paste in a bowl with little water and add it to the pumpkin curry.Add jaggery, cook uncovered for 1-2 minutes more and make sure that all the water is absorbed.Serve Tangy Tamarind Pumpkin Curry Recipe with chapati, Spicy yogurt chapatior paratha.","parangikai pumpkin, onion, tamarind paste",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Tangy_Tamarind_Pumpkin_Curry.jpg,,
315,Homemade Kit Kat Bars Recipe,"To begin maling the Homemade Kit Kat Bars Recipe, take a large baking or metal sheet pan and line with aluminium foil or parchment paper.Chop the chocolates into small pieces ,to facilitate the melting process and keep them in separate bowls.First let us make the milk chocolate kit kat bars.Set up a double boiler (a small pan with boiling simmering water on which to place the bowl of chopped chocolates).
As the bottom of the bowl heats up, the chocolate will start melting.
Keep stirring till completely melted.Remove from heat and mix well till chocolate is smooth and without lumps.Take one chocolate wafer and dip in the melted chocolate.
Pour chocolate on the wafer with a spoon to coat completely, turning it often with the spoon.
Gently lift the coated wafer with a fork and tap the fork on the edge of the bowl so that excess chocolate drips and then gently place the chocolate coated wafer on foil-lined pan.Continue with all the chocolate wafers the same way.Do the same process with strawberry wafers and white chocolate.Once you have dipped all your wafers, allow the bars to set completely in the foil-lined pan.
You can place the kit kat bars in the refrigerator as well to set quickly.
Once it has set completely, gently slide it out from the foil and serve these crunchy, chocolaty homemade Kit Kat bars or take a bite yourself!!Serve Homemade Kit Kat bars recipe with a glass of Chickoo Banana Date Smoothie Recipe to kids as an after school snack.","strawberry wafers, white chocolate, chocolate wafers, milk chocolate",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Curryandvanilla/Homemade_Kit_Kat_Bars.jpg,,
316,Kongunadu Chicken Curry Recipe,"To begin making the Kongunadu Chicken Curry Recipe, thoroughly wash and clean the chicken pieces.To marinate the chicken pieces, in a bowl combine the chicken pieces, ginger garlic paste, lemon juice and turmeric powder and keep it aside for 30 minutes.Heat a skillet with oil on medium heat, add cumin seeds, peppercorns, dry red chillies, saute them for 30 seconds.
To the skillet add onions and poppy seeds and saute them for 5-7 minutes or until the onions turn golden brown.Next add in the coriander powder and saute for another minute.
Turn off the flame and keep it aside to cool.Once it has cooled down transfer the mixture into a mixer-jar and grind to a smooth paste by adding some water.
Heat a pressure cooker with oil on medium heat, add cinnamon stick, cloves and fennel seeds and allow it to sizzle for few seconds.Add in garlic and onions and saute until it softens.
Once the onions are caramelized, you can add the tomatoes and sprinkle little salt and cook till it becomes soft and  mushy.Add marinated chicken pieces and saute till they are half done.
Add in ground masala along with spice powders- red chili powder, turmeric powder and salt and close the lid and pressure cook for at least 4 whistles until the chicken is done.Serve the Kongunadu Chicken Curry Recipe along with Ghee Rice Recipe | Neychoru  or Kerala Style Appam Recipe with a side of Seer Fish Fry Recipe for a simple lunch.
","tomato, coconut,  onion, poppy seeds, chicken breasts",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Kongunadu_Chicken_Curry_Recipe.jpg,,
317,Stuffed Mooli Paratha Recipe (Radish Flat Bread),"To begin making the Stuffed Mooli Paratha heat olive oil in a wide pan.Add the radish, salt and saute on high heat till all the moisture from radish evaporates.Turn off the heat and add the remaining ingredients for the stuffing and stir well to combine.Allow the stuffing mixture to cool down.Mix all the ingredients for the dough in a mixing bowl, add little water at a time and knead to make a smooth dough.
Divide the dough into 8 portions.Dust a flat working surface with some flour.
Roll a portion into a ball and flatten it using your fingers and roll it out into a 3 inch diameter circle.Place about 2 tablespoons of the stuffing in the center, gather the edge and seal it.
Carefully roll it out into a circle about 6-7 inches in diameter.Heat a skillet over medium heat and cook the mooli paratha in olive oil until cooked through, and has golden brown spots on both sides.Repeat with the remaining portions of the dough and the mooli paratha filling.Serve Stuffed Mooli parathas on its own or with a chutney, raita or pickle of choice.","wheat flour, sunflower,gram flour , mooli mullangi ",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/0-Archana/7_short_format_Stuffed_mooli_Paratha_Video_Figaro_Olive_Oil_recipe-1.jpg,,
318,Vegan Hot Chocolate Recipe,"To prepare Vegan hot Chocolate Recipe, get prep with all the ingredients first.In a Saucepan add cocoa powder, cane sugar, salt, vanilla and 1/2 cup of soy milk into a Blender and whisk until ingredients have combined smoothly.
Now whisk in the remaining soy milk (or almond milk).Turn on the heat and slowly bring it to a boil and turn off the heat and drop the dairy free chocolate (if using) and stir.Alternately, break chocolate and divide into 4 cups (optional), pour the hot chocolate into the cups.Serve vegan hot chocolate recipe with Pretzel salad or Whole Wheat Banana Bread Recipe (with Eggless & Vegan Options) during evening.","chocolate ,  vanilla, soy milk ,almond milk, cocoa",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/Vegan_hot_Chocolate.jpg,,
319,"Roasted Pumpkin, Orange and Urad Dal Salad Recipe","To begin making the Roasted Pumpkin, Orange and Urad Dal Salad Recipe, we will first pressure cook the dal with 1 cup water and salt to two whistle and switch it off.Once done allow the pressure to release naturally and drain the dal and keep it aside.Pre heat the oven to 180 degree Celsius to 10 minutes.
Keep your pumpkin slices lined over a baking tray and drizzle some oil, salt and pepper and bake it for at least 20 minutes.Once the pumpkin become soft and lightly crisp add it into a mixing bowl.
Add dal, orange segments in to the same bowl.In a small bowl, whisk in all the ingredients together until it emulsifies and pour it over the salad and toss it well.Serve it on to a plate and garnish with some coriander leaves.
","parangikai pumpkin, orange juice,urad dal ,orange skin segment",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Roasted_Pumpkin_Orange_and_Urad_Dal_Salad_Recipe.jpg,,
320,Kothamalli Thogayal Recipe | Coriander Leaves Chutney,"To prepare Kothamalli Thogayal Recipe | Coriander Leaves Chutney, in a Kadai add in the oil, once the oil heats up add in dry red chilli and Urad dal and fry till they become golden brown.Then switch off the flame and allow it to cool down.In a blender add in coconut and the roasted urad dal and red chilli, jaggery and tamarind.Blend everything to a coarse paste and then add in the salt and Coriander leaves and make it into a smooth paste by adding a very little water.Tasty Kothamalli Thogayal Recipe | Coriander Leaves Chutney is now ready to be served with steamed rice and sambar ","coconut, urad dal, tamarind",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/happytrioexplains-gmail.com/Coriander_Leaves_Thogayal__Kothamalli_Thogayal.jpg,,
321,Bottle Gourd & Mint Vegetable Juice Recipe - Lauki Juice,"To begin making the Bottle Gourd & Mint Vegetable Juice Recipe (Lauki Juice), place the bottle gourd, ginger and mint leaves into a Juicer.
Run the juicer until all the juice comes out.You can add a little more water to the juicer and get more of the nutrition from the existing pulp.
Pour the Bottle Gourd Juice (Lauki Juice) into a Jug, add the salt to taste, juice from the lemon and serve it for breakfast or the first thing in the morning before breakfast.","bottle gourd , mint leaves ",https://www.archanaskitchen.com/images/archanaskitchen/World_Beverages/Lauki_Juice_Recipe-14.jpg,,
322,Kashmiri Style Noon Chai Recipe - Pink Tea,"To begin making the Kashmiri Noon Chai Recipe, boil 1 cup water and brew tea leaves, till frothy.
Now add the baking soda and whisk vigorously for about 10 seconds.Add remaining water and cardamom powder.
Brew till tea turns bright red in colour.Now on medium heat, add the milk and whisk it  vigorously to achieve a slight froth.
The colour of the tea should now be a lovely dark pink.Adjust milk to colour of your choice.
Add the salt and stir well.Pour into a cup and serve the Kashmiri Noon Chai hot.Serve Kashmiri Noon Chai Recipe along with Indian Spicy Masala Cookie during a cold winter evening."," podsseeds seed, milk, green tea",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/aarti/Kashmiri_Noon_Chai_Recipe_Pink_Tea.jpg,,
323,Karnataka Style Mangrasa Recipe - Raw Mango Chutney Recipe,"To begin making the Karnataka Style Mango Rasa Recipe | Mangrasa, remove the skin of mangoes and cut the mango into small thin slices.
Keep this aside for further use.In a tadka pan,  add fenugreek seeds and dry roast until you get nice aroma.
Keep this aside to cool.To the same pan, add cumin sauté well on medium heat for a minute or till fragrant.
Switch off the heat and keep aside.Once the fenugreek and cumin seeds cool down, transfer them into a mixer jar and grind it into a fine powder.In a pan, add oil and heat for a minute on medium flame.
Now add the ground masala powder and sauté for a minute.
Now add hing and fry for about 30 seconds.Next, add mango slices and cook on medium flame for 5 minutes.
Now add grated jaggery, red chilli powder and salt to the cooked mango rasa.Add water to this mango rasa and cook for 5 minutes until the jaggery melts.Cook the Mango Rasa on medium flame for 5 more minutes until it thickens to jam type consistency.
Switch off the flame.Cool the mango rasa or mangrasa and store in airtight container.
This can stay good for 5-7 days under refrigeration when kept in an airtight container.Serve Karnataka Style Mango Rasa Recipe | Mangrasa along with Udupi Style Pelakai Teepee Dosa Recipe and South Indian Coconut Chutney for breakfast.",mango ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pavithrahr-gmail.com/Karnataka_style_Mango_Rasa_or_Mangrasa.jpg,,
